query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs	hmmsearch_pfam_domains
Pele_DN10260_c1_g1_i9	6412.HelroP99392	5.02e-106	348.0	COG5181@1|root,KOG0213@2759|Eukaryota,38D0T@33154|Opisthokonta,3BDRI@33208|Metazoa,3CS7G@33213|Bilateria	33208|Metazoa	A	Splicing factor 3b subunit	SF3B1	GO:0000245,GO:0000375,GO:0000377,GO:0000398,GO:0000785,GO:0001701,GO:0001824,GO:0001825,GO:0003002,GO:0003674,GO:0003676,GO:0003682,GO:0003723,GO:0003729,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005681,GO:0005684,GO:0005686,GO:0005689,GO:0005694,GO:0006139,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0007275,GO:0007389,GO:0008150,GO:0008152,GO:0008380,GO:0009653,GO:0009790,GO:0009792,GO:0009892,GO:0009893,GO:0009952,GO:0009987,GO:0010467,GO:0010468,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0016043,GO:0016070,GO:0016071,GO:0016363,GO:0016604,GO:0016607,GO:0019222,GO:0022607,GO:0022613,GO:0022618,GO:0030532,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0032991,GO:0034399,GO:0034622,GO:0034641,GO:0034693,GO:0040029,GO:0043009,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0045815,GO:0046483,GO:0048518,GO:0048519,GO:0048646,GO:0048856,GO:0050789,GO:0060255,GO:0065003,GO:0065007,GO:0070013,GO:0071004,GO:0071005,GO:0071010,GO:0071011,GO:0071013,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:0097159,GO:0097525,GO:0120114,GO:1901360,GO:1901363,GO:1902494,GO:1990904	-	ko:K12828	ko03040,map03040	M00352	-	-	ko00000,ko00001,ko00002,ko03036,ko03041	-	-	-	SF3b1	SF3b1
Pele_DN10262_c0_g1_i3	215358.XP_010742379.1	4.25e-100	298.0	KOG1207@1|root,KOG1207@2759|Eukaryota,39RC8@33154|Opisthokonta,3BENY@33208|Metazoa,3CXY6@33213|Bilateria,482AT@7711|Chordata,48UYP@7742|Vertebrata,49QKH@7898|Actinopterygii	33208|Metazoa	Q	L-xylulose reductase	DCXR	GO:0003674,GO:0003824,GO:0004090,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005856,GO:0005874,GO:0005881,GO:0005886,GO:0005902,GO:0005903,GO:0005975,GO:0005996,GO:0005997,GO:0005998,GO:0006006,GO:0006063,GO:0006064,GO:0006082,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006739,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009117,GO:0009987,GO:0015630,GO:0016020,GO:0016043,GO:0016052,GO:0016054,GO:0016491,GO:0016614,GO:0016616,GO:0016651,GO:0016655,GO:0019318,GO:0019321,GO:0019323,GO:0019362,GO:0019585,GO:0019637,GO:0019640,GO:0019752,GO:0022607,GO:0032787,GO:0034641,GO:0042802,GO:0042995,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043436,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044464,GO:0046365,GO:0046395,GO:0046483,GO:0046496,GO:0050038,GO:0051167,GO:0051186,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0055086,GO:0055114,GO:0065003,GO:0071704,GO:0071840,GO:0071944,GO:0072329,GO:0072524,GO:0090407,GO:0098858,GO:0098862,GO:0099080,GO:0099081,GO:0099512,GO:0099513,GO:0120025,GO:1901135,GO:1901137,GO:1901159,GO:1901360,GO:1901564,GO:1901575,GO:1901576	1.1.1.10	ko:K03331	ko00040,ko01100,map00040,map01100	M00014	R01904	RC00102	ko00000,ko00001,ko00002,ko01000	-	-	-	adh_short_C2	adh_short, adh_short_C2, Epimerase, KR, NAD_binding_10
Pele_DN10263_c0_g2_i1	7739.XP_002594472.1	1.2699999999999999e-23	105.0	28PQ9@1|root,2QWCI@2759|Eukaryota,39TIC@33154|Opisthokonta,3BE5Z@33208|Metazoa,3CUTN@33213|Bilateria,489XE@7711|Chordata	33208|Metazoa	S	Lamina-associated polypeptide 2	TMPO	GO:0000785,GO:0003674,GO:0005488,GO:0005515,GO:0005521,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005637,GO:0005694,GO:0006355,GO:0006996,GO:0006997,GO:0006998,GO:0008150,GO:0009889,GO:0009987,GO:0010256,GO:0010468,GO:0010556,GO:0012505,GO:0016020,GO:0016043,GO:0019219,GO:0019222,GO:0019866,GO:0031090,GO:0031323,GO:0031326,GO:0031468,GO:0031965,GO:0031967,GO:0031975,GO:0042802,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0061024,GO:0065007,GO:0071840,GO:0080090,GO:1903506,GO:2000112,GO:2001141	-	-	-	-	-	-	-	-	-	-	LEM,Thymopoietin	LEM, Thymopoietin
Pele_DN102680_c0_g1_i4	10224.XP_002735556.1	8.84e-168	491.0	COG3119@1|root,KOG3867@2759|Eukaryota,38DVH@33154|Opisthokonta,3BAP3@33208|Metazoa,3CRD5@33213|Bilateria	33208|Metazoa	P	Arylsulfatase	ARSB	GO:0000323,GO:0001667,GO:0001775,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0003674,GO:0003824,GO:0003943,GO:0004065,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005764,GO:0005766,GO:0005773,GO:0005775,GO:0005783,GO:0005788,GO:0005791,GO:0005794,GO:0006022,GO:0006026,GO:0006027,GO:0006029,GO:0006082,GO:0006790,GO:0006807,GO:0006810,GO:0006887,GO:0006914,GO:0006928,GO:0006955,GO:0006996,GO:0007033,GO:0007034,GO:0007040,GO:0007041,GO:0007275,GO:0007399,GO:0007417,GO:0007584,GO:0008150,GO:0008152,GO:0008484,GO:0009056,GO:0009057,GO:0009100,GO:0009268,GO:0009605,GO:0009628,GO:0009986,GO:0009987,GO:0009991,GO:0010033,GO:0010631,GO:0010632,GO:0010720,GO:0010975,GO:0010976,GO:0012505,GO:0016043,GO:0016192,GO:0016477,GO:0016787,GO:0016788,GO:0019538,GO:0022008,GO:0030141,GO:0030154,GO:0030203,GO:0030204,GO:0030207,GO:0030334,GO:0031344,GO:0031346,GO:0031410,GO:0031667,GO:0031974,GO:0031982,GO:0031983,GO:0032501,GO:0032502,GO:0032879,GO:0032940,GO:0034774,GO:0035578,GO:0036230,GO:0040011,GO:0040012,GO:0042119,GO:0042221,GO:0042582,GO:0043170,GO:0043202,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043299,GO:0043312,GO:0043436,GO:0043627,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044273,GO:0044281,GO:0044422,GO:0044424,GO:0044432,GO:0044433,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0045055,GO:0045321,GO:0045595,GO:0045597,GO:0045664,GO:0045666,GO:0046903,GO:0048518,GO:0048522,GO:0048699,GO:0048731,GO:0048856,GO:0048869,GO:0048870,GO:0050654,GO:0050767,GO:0050769,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051094,GO:0051128,GO:0051130,GO:0051179,GO:0051234,GO:0051239,GO:0051240,GO:0051270,GO:0051597,GO:0051674,GO:0051960,GO:0051962,GO:0060205,GO:0060284,GO:0060322,GO:0061580,GO:0061582,GO:0061919,GO:0065007,GO:0070013,GO:0071704,GO:0071840,GO:0080171,GO:0090130,GO:0090132,GO:0097065,GO:0097708,GO:0099503,GO:0101002,GO:0120035,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575,GO:1903510,GO:1904813,GO:2000026,GO:2000145	2.7.11.17,3.1.6.12	ko:K01135,ko:K04515,ko:K12375	ko00531,ko01100,ko04012,ko04020,ko04024,ko04066,ko04114,ko04142,ko04217,ko04261,ko04310,ko04360,ko04713,ko04720,ko04722,ko04725,ko04728,ko04740,ko04745,ko04750,ko04911,ko04912,ko04916,ko04921,ko04922,ko04925,ko04934,ko04971,ko05031,ko05152,ko05200,ko05205,ko05214,map00531,map01100,map04012,map04020,map04024,map04066,map04114,map04142,map04217,map04261,map04310,map04360,map04713,map04720,map04722,map04725,map04728,map04740,map04745,map04750,map04911,map04912,map04916,map04921,map04922,map04925,map04934,map04971,map05031,map05152,map05200,map05205,map05214	M00076,M00077	R07823	-	ko00000,ko00001,ko00002,ko01000,ko01001	-	-	-	Sulfatase	Sulfatase
Pele_DN10274_c0_g1_i13	6500.XP_005108742.1	4.88e-160	464.0	KOG2366@1|root,KOG2366@2759|Eukaryota,38EIP@33154|Opisthokonta,3BAJ5@33208|Metazoa,3CSQH@33213|Bilateria	33208|Metazoa	G	alpha-galactosidase activity	NAGA	GO:0000323,GO:0003674,GO:0003824,GO:0004553,GO:0004557,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005773,GO:0005975,GO:0006629,GO:0006643,GO:0006664,GO:0006665,GO:0006672,GO:0006677,GO:0006687,GO:0006807,GO:0008150,GO:0008152,GO:0008456,GO:0009056,GO:0009311,GO:0009987,GO:0015925,GO:0015929,GO:0016042,GO:0016052,GO:0016137,GO:0016139,GO:0016787,GO:0016798,GO:0019377,GO:0030149,GO:0034641,GO:0042802,GO:0042803,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043603,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044424,GO:0044444,GO:0044464,GO:0046466,GO:0046477,GO:0046479,GO:0046514,GO:0046983,GO:0071704,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658,GO:1903509	3.2.1.22,3.2.1.49	ko:K01189,ko:K01204	ko00052,ko00561,ko00600,ko00603,ko04142,map00052,map00561,map00600,map00603,map04142	-	R01101,R01103,R01104,R01194,R01329,R02926,R03634,R04019,R04470,R05549,R05961,R05966,R06091	RC00049,RC00059,RC00451	ko00000,ko00001,ko01000	-	-	-	Melibiase_2,Melibiase_2_C	Melibiase, Melibiase_2, Melibiase_2_C, Melibiase_C
Pele_DN10274_c0_g1_i2	6500.XP_005108742.1	4.39e-161	467.0	KOG2366@1|root,KOG2366@2759|Eukaryota,38EIP@33154|Opisthokonta,3BAJ5@33208|Metazoa,3CSQH@33213|Bilateria	33208|Metazoa	G	alpha-galactosidase activity	NAGA	GO:0000323,GO:0003674,GO:0003824,GO:0004553,GO:0004557,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005773,GO:0005975,GO:0006629,GO:0006643,GO:0006664,GO:0006665,GO:0006672,GO:0006677,GO:0006687,GO:0006807,GO:0008150,GO:0008152,GO:0008456,GO:0009056,GO:0009311,GO:0009987,GO:0015925,GO:0015929,GO:0016042,GO:0016052,GO:0016137,GO:0016139,GO:0016787,GO:0016798,GO:0019377,GO:0030149,GO:0034641,GO:0042802,GO:0042803,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043603,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044424,GO:0044444,GO:0044464,GO:0046466,GO:0046477,GO:0046479,GO:0046514,GO:0046983,GO:0071704,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658,GO:1903509	3.2.1.22,3.2.1.49	ko:K01189,ko:K01204	ko00052,ko00561,ko00600,ko00603,ko04142,map00052,map00561,map00600,map00603,map04142	-	R01101,R01103,R01104,R01194,R01329,R02926,R03634,R04019,R04470,R05549,R05961,R05966,R06091	RC00049,RC00059,RC00451	ko00000,ko00001,ko01000	-	-	-	Melibiase_2,Melibiase_2_C	Melibiase, Melibiase_2, Melibiase_2_C, Melibiase_C
Pele_DN10274_c0_g1_i27	6500.XP_005109980.1	3.5499999999999996e-82	256.0	KOG2366@1|root,KOG2366@2759|Eukaryota,38EIP@33154|Opisthokonta,3BAJ5@33208|Metazoa,3CSQH@33213|Bilateria	33208|Metazoa	G	alpha-galactosidase activity	NAGA	GO:0000323,GO:0003674,GO:0003824,GO:0004553,GO:0004557,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005773,GO:0005975,GO:0006629,GO:0006643,GO:0006664,GO:0006665,GO:0006672,GO:0006677,GO:0006687,GO:0006807,GO:0008150,GO:0008152,GO:0008456,GO:0009056,GO:0009311,GO:0009987,GO:0015925,GO:0015929,GO:0016042,GO:0016052,GO:0016137,GO:0016139,GO:0016787,GO:0016798,GO:0019377,GO:0030149,GO:0034641,GO:0042802,GO:0042803,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043603,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044424,GO:0044444,GO:0044464,GO:0046466,GO:0046477,GO:0046479,GO:0046514,GO:0046983,GO:0071704,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658,GO:1903509	3.2.1.22,3.2.1.49	ko:K01189,ko:K01204	ko00052,ko00561,ko00600,ko00603,ko04142,map00052,map00561,map00600,map00603,map04142	-	R01101,R01103,R01104,R01194,R01329,R02926,R03634,R04019,R04470,R05549,R05961,R05966,R06091	RC00049,RC00059,RC00451	ko00000,ko00001,ko01000	-	-	-	Melibiase_2	Melibiase, Melibiase_2
Pele_DN10274_c0_g1_i30	6500.XP_005108742.1	4.39e-161	467.0	KOG2366@1|root,KOG2366@2759|Eukaryota,38EIP@33154|Opisthokonta,3BAJ5@33208|Metazoa,3CSQH@33213|Bilateria	33208|Metazoa	G	alpha-galactosidase activity	NAGA	GO:0000323,GO:0003674,GO:0003824,GO:0004553,GO:0004557,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005773,GO:0005975,GO:0006629,GO:0006643,GO:0006664,GO:0006665,GO:0006672,GO:0006677,GO:0006687,GO:0006807,GO:0008150,GO:0008152,GO:0008456,GO:0009056,GO:0009311,GO:0009987,GO:0015925,GO:0015929,GO:0016042,GO:0016052,GO:0016137,GO:0016139,GO:0016787,GO:0016798,GO:0019377,GO:0030149,GO:0034641,GO:0042802,GO:0042803,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043603,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044424,GO:0044444,GO:0044464,GO:0046466,GO:0046477,GO:0046479,GO:0046514,GO:0046983,GO:0071704,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658,GO:1903509	3.2.1.22,3.2.1.49	ko:K01189,ko:K01204	ko00052,ko00561,ko00600,ko00603,ko04142,map00052,map00561,map00600,map00603,map04142	-	R01101,R01103,R01104,R01194,R01329,R02926,R03634,R04019,R04470,R05549,R05961,R05966,R06091	RC00049,RC00059,RC00451	ko00000,ko00001,ko01000	-	-	-	Melibiase_2,Melibiase_2_C	Melibiase, Melibiase_2, Melibiase_2_C, Melibiase_C
Pele_DN10274_c0_g1_i33	6500.XP_005109980.1	3.5499999999999996e-82	256.0	KOG2366@1|root,KOG2366@2759|Eukaryota,38EIP@33154|Opisthokonta,3BAJ5@33208|Metazoa,3CSQH@33213|Bilateria	33208|Metazoa	G	alpha-galactosidase activity	NAGA	GO:0000323,GO:0003674,GO:0003824,GO:0004553,GO:0004557,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005773,GO:0005975,GO:0006629,GO:0006643,GO:0006664,GO:0006665,GO:0006672,GO:0006677,GO:0006687,GO:0006807,GO:0008150,GO:0008152,GO:0008456,GO:0009056,GO:0009311,GO:0009987,GO:0015925,GO:0015929,GO:0016042,GO:0016052,GO:0016137,GO:0016139,GO:0016787,GO:0016798,GO:0019377,GO:0030149,GO:0034641,GO:0042802,GO:0042803,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043603,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044424,GO:0044444,GO:0044464,GO:0046466,GO:0046477,GO:0046479,GO:0046514,GO:0046983,GO:0071704,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658,GO:1903509	3.2.1.22,3.2.1.49	ko:K01189,ko:K01204	ko00052,ko00561,ko00600,ko00603,ko04142,map00052,map00561,map00600,map00603,map04142	-	R01101,R01103,R01104,R01194,R01329,R02926,R03634,R04019,R04470,R05549,R05961,R05966,R06091	RC00049,RC00059,RC00451	ko00000,ko00001,ko01000	-	-	-	Melibiase_2	Melibiase, Melibiase_2
Pele_DN10274_c0_g1_i5	6500.XP_005108742.1	9.25e-173	497.0	KOG2366@1|root,KOG2366@2759|Eukaryota,38EIP@33154|Opisthokonta,3BAJ5@33208|Metazoa,3CSQH@33213|Bilateria	33208|Metazoa	G	alpha-galactosidase activity	NAGA	GO:0000323,GO:0003674,GO:0003824,GO:0004553,GO:0004557,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005773,GO:0005975,GO:0006629,GO:0006643,GO:0006664,GO:0006665,GO:0006672,GO:0006677,GO:0006687,GO:0006807,GO:0008150,GO:0008152,GO:0008456,GO:0009056,GO:0009311,GO:0009987,GO:0015925,GO:0015929,GO:0016042,GO:0016052,GO:0016137,GO:0016139,GO:0016787,GO:0016798,GO:0019377,GO:0030149,GO:0034641,GO:0042802,GO:0042803,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043603,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044424,GO:0044444,GO:0044464,GO:0046466,GO:0046477,GO:0046479,GO:0046514,GO:0046983,GO:0071704,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658,GO:1903509	3.2.1.22,3.2.1.49	ko:K01189,ko:K01204	ko00052,ko00561,ko00600,ko00603,ko04142,map00052,map00561,map00600,map00603,map04142	-	R01101,R01103,R01104,R01194,R01329,R02926,R03634,R04019,R04470,R05549,R05961,R05966,R06091	RC00049,RC00059,RC00451	ko00000,ko00001,ko01000	-	-	-	Melibiase_2,Melibiase_2_C	Melibiase, Melibiase_2, Melibiase_2_C, Melibiase_C
Pele_DN10274_c0_g1_i9	6412.HelroP111560	2.97e-44	159.0	KOG2366@1|root,KOG2366@2759|Eukaryota,38EIP@33154|Opisthokonta,3BAJ5@33208|Metazoa,3CSQH@33213|Bilateria	33208|Metazoa	G	alpha-galactosidase activity	-	-	3.2.1.22,3.2.1.49	ko:K01189,ko:K01204	ko00052,ko00561,ko00600,ko00603,ko04142,map00052,map00561,map00600,map00603,map04142	-	R01101,R01103,R01104,R01194,R01329,R02926,R03634,R04019,R04470,R05549,R05961,R05966,R06091	RC00049,RC00059,RC00451	ko00000,ko00001,ko01000	-	-	-	Melibiase_2,Melibiase_2_C	Melibiase_2, Melibiase_2_C, Melibiase_C
Pele_DN10283_c0_g1_i1	6500.XP_005109996.1	1.5199999999999998e-115	335.0	COG0105@1|root,KOG0888@2759|Eukaryota,39RJT@33154|Opisthokonta,3BKHU@33208|Metazoa,3CZ5N@33213|Bilateria	33208|Metazoa	F	negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway	NME5	GO:0000003,GO:0000302,GO:0003006,GO:0003341,GO:0003351,GO:0003674,GO:0003824,GO:0004550,GO:0005575,GO:0005622,GO:0005623,GO:0005929,GO:0006139,GO:0006165,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006928,GO:0006950,GO:0006979,GO:0006996,GO:0007017,GO:0007018,GO:0007275,GO:0007276,GO:0007281,GO:0007283,GO:0007286,GO:0007399,GO:0007417,GO:0007420,GO:0008150,GO:0008152,GO:0009116,GO:0009117,GO:0009132,GO:0009966,GO:0009968,GO:0009987,GO:0010646,GO:0010648,GO:0010941,GO:0016043,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0019205,GO:0019637,GO:0019953,GO:0021591,GO:0022412,GO:0022414,GO:0022607,GO:0023051,GO:0023057,GO:0030030,GO:0030031,GO:0030154,GO:0031514,GO:0032501,GO:0032502,GO:0032504,GO:0034641,GO:0036126,GO:0042221,GO:0042981,GO:0042995,GO:0043066,GO:0043067,GO:0043069,GO:0043226,GO:0044085,GO:0044237,GO:0044238,GO:0044281,GO:0044464,GO:0044703,GO:0044782,GO:0046483,GO:0046939,GO:0048232,GO:0048468,GO:0048513,GO:0048515,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0048609,GO:0048731,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0050896,GO:0051704,GO:0055086,GO:0060271,GO:0060322,GO:0060548,GO:0065007,GO:0070925,GO:0071704,GO:0071840,GO:0080134,GO:0080135,GO:0097223,GO:0097729,GO:0120025,GO:0120031,GO:0120036,GO:1900407,GO:1900408,GO:1901135,GO:1901360,GO:1901564,GO:1901657,GO:1901700,GO:1902175,GO:1902176,GO:1902531,GO:1902532,GO:1902882,GO:1902883,GO:1903201,GO:1903202,GO:2001233,GO:2001234,GO:2001242,GO:2001243	2.7.4.6	ko:K00940,ko:K20790	ko00230,ko00240,ko00983,ko01100,ko01110,ko01130,ko04016,map00230,map00240,map00983,map01100,map01110,map01130,map04016	M00049,M00050,M00052,M00053	R00124,R00139,R00156,R00330,R00570,R00722,R01137,R01857,R02093,R02326,R02331,R03530,R11894,R11895	RC00002	ko00000,ko00001,ko00002,ko01000,ko03036,ko04131	-	-	-	Dpy-30,NDK	Dpy-30, NDK
Pele_DN10286_c0_g1_i7	9785.ENSLAFP00000013931	2.12e-12	72.0	KOG0660@1|root,KOG0660@2759|Eukaryota,38BZX@33154|Opisthokonta,3BDHI@33208|Metazoa,3D0R9@33213|Bilateria,483WP@7711|Chordata,494H5@7742|Vertebrata,3J8ZJ@40674|Mammalia,34SGP@311790|Afrotheria	33208|Metazoa	T	Mitogen-activated protein kinase 12	MAPK12	GO:0000165,GO:0000166,GO:0000287,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004707,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005739,GO:0005829,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006974,GO:0006975,GO:0007049,GO:0007050,GO:0007154,GO:0007165,GO:0007275,GO:0007517,GO:0008144,GO:0008150,GO:0008152,GO:0009893,GO:0009987,GO:0010468,GO:0010604,GO:0010952,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0018105,GO:0018193,GO:0018209,GO:0019222,GO:0019538,GO:0022402,GO:0023014,GO:0023052,GO:0030154,GO:0030162,GO:0030554,GO:0031323,GO:0031325,GO:0031974,GO:0031981,GO:0032268,GO:0032270,GO:0032501,GO:0032502,GO:0032553,GO:0032555,GO:0032559,GO:0033554,GO:0035556,GO:0035639,GO:0036094,GO:0036211,GO:0043085,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0044093,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0045445,GO:0045595,GO:0045597,GO:0045786,GO:0045862,GO:0046872,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048731,GO:0048856,GO:0048869,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050896,GO:0051094,GO:0051147,GO:0051149,GO:0051171,GO:0051173,GO:0051246,GO:0051247,GO:0051336,GO:0051345,GO:0051716,GO:0051726,GO:0052547,GO:0060255,GO:0061061,GO:0065007,GO:0065009,GO:0070013,GO:0071704,GO:0080090,GO:0097159,GO:0097367,GO:0140096,GO:1901265,GO:1901363,GO:1901564	2.7.11.24	ko:K04441	ko01522,ko04010,ko04011,ko04013,ko04015,ko04068,ko04071,ko04139,ko04212,ko04218,ko04261,ko04370,ko04380,ko04550,ko04611,ko04620,ko04621,ko04622,ko04624,ko04657,ko04658,ko04659,ko04660,ko04664,ko04668,ko04670,ko04714,ko04722,ko04723,ko04728,ko04750,ko04912,ko04914,ko04917,ko04926,ko04933,ko05014,ko05120,ko05131,ko05132,ko05133,ko05140,ko05142,ko05145,ko05152,ko05160,ko05164,ko05167,ko05169,ko05205,ko05418,map01522,map04010,map04011,map04013,map04015,map04068,map04071,map04139,map04212,map04218,map04261,map04370,map04380,map04550,map04611,map04620,map04621,map04622,map04624,map04657,map04658,map04659,map04660,map04664,map04668,map04670,map04714,map04722,map04723,map04728,map04750,map04912,map04914,map04917,map04926,map04933,map05014,map05120,map05131,map05132,map05133,map05140,map05142,map05145,map05152,map05160,map05164,map05167,map05169,map05205,map05418	M00689	-	-	ko00000,ko00001,ko00002,ko01000,ko01001	-	-	-	Pkinase	Pkinase, PK_Tyr_Ser-Thr
